seller_id,dispatch_rate,return_rate
seller_0000,0.9248357076505617,0.06624108625128092
seller_0001,0.8930867849414408,0.09277406646422412
seller_0002,0.9323844269050346,0.06037900395000194
seller_0003,0.9761514928204013,0.08460192351804799
seller_0004,0.8882923312638332,0.005319266652310722
seller_0005,0.888293152152541,0.11066468536864693
seller_0006,0.9789606407753696,0.10006027376811122
seller_0007,0.9383717364576455,0.05914556844659047
seller_0008,0.8765262807032524,0.13296228342162025
seller_0009,0.9271280021792982,0.14687850688132792
seller_0010,0.8768291153593769,0.019622006781551293
seller_0011,0.8767135123214872,0.06186376107168929
seller_0012,0.9120981135783017,0.06154288251063509
seller_0013,0.8043359877671101,0.05300484494455677
seller_0014,0.8137541083743484,0.14147374209658742
seller_0015,0.8718856235379514,0.09030869306135983
seller_0016,0.8493584439832789,0.08677425793446947
seller_0017,0.9157123666297637,0.0
seller_0018,0.8545987962239394,0.13177090151046134
seller_0019,0.8293848149332355,0.038037080257326376
seller_0020,0.9732824384460778,0.10299663151331642
seller_0021,0.8887111849756733,0.11386884689790959
seller_0022,0.9033764102343962,0.16803292979193257
seller_0023,0.8287625906893272,0.034558980044044396
seller_0024,0.8727808637737409,0.0
seller_0025,0.9055461294854933,0.10919247723768474
seller_0026,0.8424503211288848,0.1900255590755427
seller_0027,0.9187849009172836,0.16194731764697187
seller_0028,0.8699680655040598,0.1104829707637313
seller_0029,0.8854153125103362,0.07541819071839764
seller_0030,0.8699146693885301,0.14035612983186552
seller_0031,0.9926139092254469,0.05132269001477657
seller_0032,0.8993251387631033,0.12381788846781097
seller_0033,0.847114453552205,0.12527350795833136
seller_0034,0.9411272456051595,0.153010495374944
seller_0035,0.8389578175014489,0.23798300194555388
seller_0036,0.9104431797502378,0.11962079835893835
seller_0037,0.8020164938060113,0.07455181871462507
seller_0038,0.8335906975550785,0.09872128439040029
seller_0039,0.9098430617934562,0.01154620475554409
seller_0040,0.9369233289997705,0.0652643434455471
seller_0041,0.9085684140594985,0.0795358780943448
seller_0042,0.894217585880588,0.07379558010327038
seller_0043,0.8849448152205356,0.1076177436016861
seller_0044,0.8260739004816287,0.05887900338088997
seller_0045,0.8640077895802646,0.15605153336622357
seller_0046,0.8769680614520107,0.10001035324590986
seller_0047,0.9528561113109458,0.09953498394306928
seller_0048,0.9171809144784231,0.08360526417435411
seller_0049,0.8118479922318633,0.10775953419294897
seller_0050,0.9162041984697398,0.14125491323338174
seller_0051,0.8807458859791842,0.05664348921445499
seller_0052,0.866153899984702,0.06709417554623717
seller_0053,0.9305838144420434,0.08481369856116677
seller_0054,0.9515499761247975,0.03270645382633926
seller_0055,0.9465640059558099,0.059037107013925116
seller_0056,0.858039123838868,0.07618895632276705
seller_0057,0.8845393812074392,0.14371945903563638
seller_0058,0.9165631715701782,0.11312806645009625
seller_0059,0.948777256356118,0.10967949556837722
seller_0060,0.8760412881077355,0.14254489810839863
seller_0061,0.8907170511668092,0.09313141058003017
seller_0062,0.8446832512996986,0.11952324249644448
seller_0063,0.8401896687959665,0.09483891235337519
seller_0064,0.94062629111971,0.11326811746998143
seller_0065,0.9678120014285412,0.0708620671194209
seller_0066,0.8963994939209833,0.0
seller_0067,0.9501766448946012,0.0932860418906848
seller_0068,0.9180818012523817,0.171137406804997
seller_0069,0.8677440122697438,0.14631077011207963
seller_0070,0.9180697802754207,0.14826987422955853
seller_0071,0.9769018283232985,0.1618065360903109
seller_0072,0.8982086980445024,0.10443287954807187
seller_0073,0.9782321827907003,0.10986578537027979
seller_0074,0.7690127447955128,0.0691174052282825
seller_0075,0.9410951252187613,0.08419635719864751
seller_0076,0.9043523534119086,0.13078855748855708
seller_0077,0.8850496324767066,0.16019422185844082
seller_0078,0.9045880388267752,0.09302768621595003
seller_0079,0.8006215542699554,0.07749053675742942
seller_0080,0.8890164056081244,0.10002639794282987
seller_0081,0.9178556285755873,0.13006033744645576
seller_0082,0.9738947022370759,0.027807259193322914
seller_0083,0.8740864890863177,0.0
seller_0084,0.8595753198553406,0.07247315752542083
seller_0085,0.8749121478207732,0.03896437870429207
seller_0086,0.9457701058851037,0.07459299011763446
seller_0087,0.9164375554829842,0.09261098405912643
seller_0088,0.8735119898116481,0.07733757954884933
seller_0089,0.9256633716556678,0.17262337672353728
seller_0090,0.9048538774674021,0.116337238230116
seller_0091,0.9484322495266445,0.11502371798054142
seller_0092,0.8648973453061324,0.1311103572021701
seller_0093,0.8836168926701116,0.043058344110961544
seller_0094,0.8803945923433921,0.15195558937101344
seller_0095,0.8268242525933941,0.09621178567322701
seller_0096,0.9148060138532288,0.13352403086206063
seller_0097,0.9130527636089945,0.04640713834799223
seller_0098,0.900255672832123,0.022312061699196778
seller_0099,0.8882706433312427,0.14089448290125145
seller_0100,0.8292314628974793,0.11882047630487584
seller_0101,0.8789677338617321,0.054897422282124485
seller_0102,0.8828642741736615,0.056516845936265284
seller_0103,0.8598861365389191,0.15627173922073848
seller_0104,0.8919357144166996,0.04052940535663361
seller_0105,0.920202542840727,0.1821336476627982
seller_0106,0.9943092950605266,0.054968963267606565
seller_0107,0.908728890641592,0.13191959628041916
seller_0108,0.9128775195361383,0.08356907621255077
seller_0109,0.8962777042116916,0.13015937155411716
seller_0110,0.8040614392350479,0.07279429989429037
seller_0111,0.8986743062275392,0.09186035469638529
seller_0112,0.9030115104970513,0.10204595876978606
seller_0113,1.0,0.04989062721092637
seller_0114,0.8903819517609439,0.1370412172710063
seller_0115,0.9150773671166806,0.07433932167642074
seller_0116,0.8982644115147379,0.08857000423299907
seller_0117,0.8415660981190234,0.05028253126957439
seller_0118,0.9571411407257511,0.0
seller_0119,0.9375966516343387,0.09044861186999155
seller_0120,0.9395515973521523,0.2206307710806458
seller_0121,0.8545306272602631,0.13923021439490119
seller_0122,0.970139715546805,0.09903698101328028
seller_0123,0.829907446860386,0.08685545853958662
seller_0124,0.9293428546900135,0.10112329464060232
seller_0125,1.0,0.12735595575876052
seller_0126,0.8504731837434656,0.04095935923455776
seller_0127,0.8716851135198614,0.15571608473344362
seller_0128,0.9049825682543821,0.13576906577206221
seller_0129,0.8748262172941901,0.13590928628539672
seller_0130,0.8224668284466934,0.12192378694048638
seller_0131,0.9034281487403014,0.1009808328846995
seller_0132,0.8468848143136948,0.133643061798341
seller_0133,0.9236796215317591,0.1295907066870689
seller_0134,0.8540287882883099,0.08229796445294882
seller_0135,0.977496720250877,0.07131991135515496
seller_0136,0.8608373353831882,0.10509281476309934
seller_0137,0.8838969241897162,0.17745100757475937
seller_0138,0.9406758608684835,0.03804464621730496
seller_0139,0.8384567841783023,0.026623736712378
seller_0140,0.9113729967302064,0.10823804206182584
seller_0141,0.9653571377141215,0.10254438509280091
seller_0142,0.8196258382719386,0.10866708321852042
seller_0143,0.9092316929266152,0.11219765989542502
seller_0144,0.9129941397124212,0.08883988726825975
seller_0145,0.9390911435888656,0.1744931719301041
seller_0146,0.8381524644560959,0.019954801076174228
seller_0147,0.8339771693457863,0.058575148760987704
seller_0148,0.9260970782808449,0.09483726199254763
seller_0149,0.9148492336616594,0.01784055944229164
seller_0150,0.9125246425172938,0.09120727977839645
seller_0151,0.9173224104748489,0.18307350828640093
seller_0152,0.8659987639210754,0.10104432441479809
seller_0153,0.9116126848580502,0.11153504528593418
seller_0154,0.9146536236649341,0.03699176174137099
seller_0155,0.8642824290986816,0.06918192959802613
seller_0156,0.9932887255572378,0.08124018098380316
seller_0157,0.9236916460455894,0.0841142451621883
seller_0158,0.8404348251398676,0.16408218975018846
seller_0159,0.9328276804316915,0.12788455303625623
seller_0160,0.8512659164886339,0.04442710215314841
seller_0161,0.9393542301871226,0.11232523892160025
seller_0162,0.9579297789503702,0.12491108742483926
seller_0163,0.8589658840824145,0.15700745192606333
seller_0164,0.9481688064622161,0.17902703432841868
seller_0165,0.9206390463468249,0.04924529040860657
seller_0166,0.9411030079997246,0.05945712443948309
seller_0167,0.9948396491326974,0.03712110705426919
seller_0168,0.8877305941998564,0.08829900704465093
seller_0169,0.8623131917821255,0.12331791872231673
seller_0170,0.8555242785187238,0.1493667258294551
seller_0171,0.8592094857517281,0.09620244881787386
seller_0172,0.8961449145292948,0.08400762383725781
seller_0173,0.9170575987408323,0.10758789961243702
seller_0174,0.913834539966501,0.05824285491849885
seller_0175,0.9413591624518012,0.2044769360847387
seller_0176,0.9006500945938953,0.019616948644097063
seller_0177,0.9726767038578659,0.10923702894478624
